month,year,year_month,category,item,quantity,priority,vat,cost
August,2022,2022-08,food,Eggs,60 eggs,no,no,121.12
August,2022,2022-08,food,Chicken feet,2kg,no,yes,72.78
August,2022,2022-08,food,Gizzards,2kg,no,yes,84.37
August,2022,2022-08,food,Chicken livers,2kg,no,yes,69.39
August,2022,2022-08,food,Beef livers,2kg,no,yes,96.1
August,2022,2022-08,food,Beef,2kg,no,yes,184.4
August,2022,2022-08,food,Wors,2kg,no,yes,131.04
August,2022,2022-08,food,Inyama yangaphakathi,2kg,no,yes,97.04
August,2022,2022-08,food,Fish,2kg,no,yes,114.26
August,2022,2022-08,food,Tomatoes,6kg,no,no,122.2
August,2022,2022-08,food,Carrots,5kg,no,no,34.91
August,2022,2022-08,food,Butternut,10kg,no,no,92.06
August,2022,2022-08,food,Spinach,8 bunches,no,no,109.87
August,2022,2022-08,food,Cabbage,2 heads,no,no,36.87
August,2022,2022-08,food,Green pepper,2kg,no,no,53.47
August,2022,2022-08,food,Cremora,800g,no,yes,44.11
August,2022,2022-08,food,Tinned pilchards,400g x6,no,no,133.58
August,2022,2022-08,food,Canned beans,410g x6,no,yes,76.52
August,2022,2022-08,food,Bananas,4kg,no,no,58.3
August,2022,2022-08,food,Apples,3kg,no,no,40.79
August,2022,2022-08,food,Oranges,7kg,no,no,36.35
August,2022,2022-08,food,Margarine,1kg,no,yes,41.72
August,2022,2022-08,food,Peanut butter,400g x2,no,yes,68.48
August,2022,2022-08,food,Polony,2.5kg,no,yes,62.42
August,2022,2022-08,food,Apricot jam,900g,no,yes,33.62
August,2022,2022-08,food,White bread,25 loaves,yes,yes,386.59
August,2022,2022-08,food,Brown bread,25 loaves,yes,no,359.8
August,2022,2022-08,food,Total,44 items,n/a,n/a,4775.59
September,2022,2022-09,food,Maize meal,30kg,yes,no,R293.44
September,2022,2022-09,food,Rice,10kg,yes,no,R135.22
September,2022,2022-09,food,Cake Flour,10kg,yes,no,R120.51
September,2022,2022-09,food,White sugar,10kg,yes,yes,R175.65
September,2022,2022-09,food,Sugar beans,5kg,yes,no,R172.66
September,2022,2022-09,food,Samp,5kg,yes,no,R58.39
September,2022,2022-09,food,Cooking oil,5L,yes,no,R210.86
September,2022,2022-09,food,Salt,1kg,yes,yes,R13.48
September,2022,2022-09,food,Potatoes,10kg,yes,no,R70.42
September,2022,2022-09,food,Onions,10kg,yes,no,R93.95
September,2022,2022-09,food,Frozen chicken portions,10kg,yes,yes,R392.35
September,2022,2022-09,food,Curry powder,200g,yes,yes,R31.51
September,2022,2022-09,food,Stock cubes,24 cubes x2,yes,yes,R43.18
September,2022,2022-09,food,Soup,400g x2,yes,yes,R39.98
September,2022,2022-09,food,Tea,250g,yes,yes,R24.49
September,2022,2022-09,food,Full cream milk,6L,no,no,R86.51
September,2022,2022-09,food,Maas,4L,no,no,R52.62
September,2022,2022-09,food,Eggs,60 eggs,no,no,R119.05
September,2022,2022-09,food,Chicken feet,2kg,no,yes,R71.00
September,2022,2022-09,food,Gizzards,2kg,no,yes,R84.08
September,2022,2022-09,food,Chicken livers,2kg,no,yes,R65.69
September,2022,2022-09,food,Beef livers,2kg,no,yes,R96.08
September,2022,2022-09,food,Beef,2kg,no,yes,R188.18
September,2022,2022-09,food,Wors,2kg,no,yes,R137.83
September,2022,2022-09,food,Inyama yangaphakathi,2kg,no,yes,R93.60
September,2022,2022-09,food,Fish,2kg,no,yes,R109.63
September,2022,2022-09,food,Tomatoes,6kg,no,no,R128.20
September,2022,2022-09,food,Carrots,5kg,no,no,R32.78
September,2022,2022-09,food,Butternut,10kg,no,no,R101.06
September,2022,2022-09,food,Spinach,8 bunches,no,no,R99.93
September,2022,2022-09,food,Cabbage,2 heads,no,no,R36.79
September,2022,2022-09,food,Green pepper,2kg,no,no,R50.94
September,2022,2022-09,food,Cremora,800g,no,yes,R43.81
September,2022,2022-09,food,Tinned pilchards,400g x6,no,no,R136.34
September,2022,2022-09,food,Canned beans,410g x6,no,yes,R77.99
September,2022,2022-09,food,Bananas,4kg,no,no,R59.62
September,2022,2022-09,food,Apples,3kg,no,no,R39.22
September,2022,2022-09,food,Oranges,7kg,no,no,R39.21
September,2022,2022-09,food,Margarine,1kg,no,yes,R42.49
September,2022,2022-09,food,Peanut butter,400g x2,no,yes,R64.93
September,2022,2022-09,food,Polony,2.5kg,no,yes,R60.77
September,2022,2022-09,food,Apricot jam,900g,no,yes,R33.06
September,2022,2022-09,food,White bread,25 loaves,yes,yes,R409.24
September,2022,2022-09,food,Brown bread,25 loaves,yes,no,R369.12
September,2022,2022-09,food,Total,44 items,n/a,,R4805.86
